City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
446,Okato,NZ,57.0,Clouds,-39.2,173.88,Goodin Country Garden
447,Alofi,NU,77.0,Clouds,-19.06,-169.92,Taloa Heights
448,Mahon,ES,59.0,Clear,39.89,4.27,Hotel Catalonia Mirador des Port
449,Corralillo,CU,84.02,Clear,22.98,-80.59,Hostal De Pedri
453,Santiago De Chuco,PE,59.99,Rain,-8.15,-78.18,Hotel Mis Sueños
454,Gobabis,,66.2,Clouds,-22.45,18.97,Goba Lodge
455,Jalu,LY,79.81,Clear,29.03,21.55,Jalu Hotel
456,Richards Bay,ZA,65.97,Clouds,-28.78,32.04,BON Hotel Waterfront Richards Bay
457,Mogadishu,SO,84.43,Rain,2.04,45.34,Hotel Juba
458,Westerstede,DE,52.0,Clouds,53.25,7.93,Hotel Ammerländer Hof
460,Nichinan,JP,53.01,Clear,31.6,131.37,Guest House Aki
461,Matay,EG,71.1,Clear,28.42,30.78,Nag Aespen
463,West Milford,US,55.99,Clouds,41.13,-74.37,The Little Bear Inn - Bed and Breakfast
464,Pleasanton,US,71.01,Clear,37.66,-121.87,Courtyard by Marriott Pleasanton
465,Kousseri,CM,98.6,Clouds,12.08,15.03,Résidence le Palmier
466,San Carlos De Bariloche,AR,57.2,Clouds,-41.15,-71.31,Hotel Patagonia
468,Xingtai,CN,66.79,Clear,37.06,114.49,Xingzhou Hotel
469,Mayna,RU,50.99,Rain,54.11,47.62,Gostinnitsa
471,Adrar,MR,92.08,Clouds,20.5,-10.07,
472,Inhambane,MZ,71.6,Clouds,-23.86,35.38,MHL Turismo SA
474,Westport,US,51.8,Clouds,41.14,-73.36,The Westport Inn
475,Changli,CN,57.51,Clouds,39.7,119.15,7Days Inn Qinhuangdao Changli Jieyang Street
476,Najran,SA,78.8,Thunderstorm,17.49,44.13,محمد هادي ال فطيح
478,Doha,QA,86.0,Clouds,25.29,51.53,Ezdan Hotel
479,Alice Springs,AU,55.4,Clear,-23.7,133.88,Desert Palms Alice Springs
480,Umtata,ZA,57.2,Clouds,-31.59,28.78,LLZZ Boutique Lodge
483,Gambela,ET,77.85,Clouds,8.25,34.58,Solomon Debebe Hotel
485,Troitskoye,RU,56.64,Clouds,52.98,84.68,
486,Kitimat,CA,52.0,Clouds,54.05,-128.65,Kingfish Westcoast Adventures Ltd. Kitimat Estuary Lodge B&B
487,Paducah,US,61.0,Rain,37.08,-88.6,Holiday Inn Paducah Riverfront
488,Prince Rupert,CA,53.6,Clear,54.32,-130.32,Crest Hotel
489,Cenei,RO,62.01,Rain,45.72,20.9,Pensiunea Cenei
490,Arlit,NE,99.0,Clear,18.74,7.39,Hôtel Telwa Bungalow
491,Coxim,BR,85.93,Clear,-18.51,-54.76,Hotel Avenida
492,Pingxiang,CN,70.32,Clouds,27.62,113.85,Haiyuntian Hotel
493,Komsomolskiy,UZ,60.8,Clouds,40.43,71.72,"Hotel ""Ikathouse"""
494,Hazorasp,UZ,60.8,Clear,41.32,61.07,Kemping wifi hotel
495,Mapiripan,CO,90.05,Clouds,2.89,-72.13,Monserrate
497,Taft,IR,64.4,Clouds,31.75,54.21,بوم گردی حاجی زینل تفت
498,Muros,ES,57.0,Rain,42.78,-9.06,Apartment Av. Castelao
499,Tual,ID,82.53,Rain,-5.67,132.75,Grand Vilia Hotel
500,Poso,ID,78.22,Rain,-1.4,120.75,Hotel 77 Poso
501,Basar,IN,62.71,Rain,27.98,94.67,
504,Bud,US,57.99,Clouds,39.45,-86.18,Madsion Scouts Camp
505,Constitucion,CL,62.15,Clear,-35.33,-72.42,Hotel Boutique Las Azucenas
506,Dawei,MM,77.49,Clouds,14.08,98.2,Hotel Dawei
507,San Policarpo,PH,81.09,Rain,12.18,125.51,Zal-Ann Beach Resort
509,Venice,US,90.0,Clear,27.1,-82.45,A Beach Retreat
510,Kawalu,ID,72.5,Clouds,-7.38,108.21,KOSAN UNGU UNSIK
511,Lompoc,US,68.0,Clear,34.64,-120.46,Holiday Inn Express Lompoc
512,Nantucket,US,51.8,Clear,41.28,-70.1,Jared Coffin House
513,Nador,MA,66.2,Clear,35.17,-2.93,Hôtel La Giralda
514,Safford,US,93.2,Clear,32.83,-109.71,SpringHill Suites by Marriott Thatcher
515,Bosaso,SO,87.94,Clouds,11.28,49.18,Red Sea Hotel
517,Along,IN,64.74,Rain,28.17,94.77,Hotel West
518,Enid,US,70.0,Clear,36.4,-97.88,Ramada by Wyndham Enid
520,Yeniseysk,RU,56.82,Rain,58.45,92.17,"""Domino"""
521,Langsa,ID,75.29,Clouds,4.47,97.97,OYO 2964 Hotel Ridho
522,Leo,BF,93.78,Clouds,11.1,-2.1,Hotel Sissilis
523,Zliv,CZ,51.01,Clouds,49.07,14.37,Parkhotel Hluboka nad Vltavou
525,Estrela,BR,70.18,Rain,-28.06,-50.94,
527,Cochrane,CA,64.0,Clouds,51.18,-114.47,Days Inn & Suites by Wyndham Cochrane
529,Carutapera,BR,81.41,Rain,-1.2,-46.02,Lidera
530,Sri Aman,MY,78.8,Clouds,1.24,111.46,Seri Simanggang Hotel
531,Sarangani,PH,81.86,Clouds,5.4,125.46,Ballistic Islet
533,Port Lincoln,AU,53.69,Rain,-34.73,135.87,Port Lincoln Hotel
535,Poopo,BO,66.2,Clouds,-18.37,-66.97,turistico HOTEL
536,Hovd,MN,64.27,Clouds,48.01,91.64,Hotel Khovd
537,Hambantota,LK,80.17,Clouds,6.12,81.12,Bungalow 63
538,Katsuura,JP,57.2,Clouds,35.13,140.3,Katsuura Hotel Mikazuki
539,Chornukhy,UA,53.8,Clouds,50.27,32.94,
540,Sabang,ID,82.9,Rain,5.89,95.32,Hotel Citra
541,Davila,PH,79.5,Clouds,18.47,120.58,
542,Nuevo Progreso,MX,96.01,Clear,23.17,-97.95,Balneario Rio el Paraiso
543,Moerai,PF,76.3,Clouds,-22.43,-151.33,Le Manotel
545,Shache,CN,67.5,Clouds,38.42,77.24,Delong Hotel
546,Kasongo-Lunda,CD,74.21,Rain,-6.47,16.82,
547,Kalamare,BW,58.33,Clear,-22.93,26.57,
548,Envira,BR,82.38,Rain,-7.3,-70.22,
549,Asyut,EG,72.05,Clear,27.18,31.18,Florence Hotel Assiut
550,Alibag,IN,86.0,Haze,18.64,72.88,Bouganvillea Boutique Beach House
551,Irece,BR,76.6,Clouds,-11.3,-41.86,RADAR INN HOTEL
552,Tibati,CM,73.13,Rain,6.47,12.63,Tibati Hotel
554,El Vigia,VE,86.38,Rain,8.62,-71.65,Liceo Bolivariano 19 De Abril
555,Amparafaravola,MG,60.37,Clouds,-17.58,48.22,Aina Franco
556,Vani,GE,62.6,Clear,42.08,42.52,სასტუმრო ამირანი
