City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
306,Goya,AR,2020-04-20 21:14:32,-29.14,-59.26,80.33,45,0,4.32
307,Roald,NO,2020-04-20 21:14:32,62.58,6.13,46.0,87,0,4.7
308,Mkushi,ZM,2020-04-20 21:14:32,-13.62,29.39,58.82,60,1,3.91
309,Karasjok,NO,2020-04-20 21:14:33,69.47,25.51,39.2,55,100,41.38
310,Sao Filipe,CV,2020-04-20 21:10:55,14.9,-24.5,72.66,76,2,14.7
311,Rio Gallegos,AR,2020-04-20 21:14:33,-51.62,-69.22,53.6,66,40,38.03
312,Quang Ngai,VN,2020-04-20 21:14:33,15.12,108.8,76.23,87,94,9.93
313,Sinjar,IQ,2020-04-20 21:14:34,36.32,41.88,63.68,49,27,5.23
314,Muros,ES,2020-04-20 21:11:58,42.78,-9.06,55.0,93,89,1.99
315,Cabra,ES,2020-04-20 21:14:34,37.47,-4.44,48.99,76,73,1.99
316,Vadso,NO,2020-04-20 21:14:34,70.07,29.75,35.6,69,40,13.87
317,Olafsvik,IS,2020-04-20 21:11:29,64.89,-23.71,45.48,89,100,17.67
318,Kabansk,RU,2020-04-20 21:14:35,52.05,106.65,15.8,56,0,4.47
319,Mezen,RU,2020-04-20 21:11:34,65.85,44.24,31.98,98,100,5.37
320,Yulara,AU,2020-04-20 21:11:00,-25.24,130.99,73.4,49,75,8.05
321,Ban Nahin,LA,2020-04-20 21:14:35,18.24,104.21,79.81,58,38,2.3
322,Petauke,ZM,2020-04-20 21:14:35,-14.24,31.33,62.08,58,66,3.65
323,Port Hedland,AU,2020-04-20 21:11:37,-20.32,118.57,78.8,88,77,4.7
324,Alyangula,AU,2020-04-20 21:14:36,-13.85,136.42,69.8,100,3,5.03
325,Graciano Sanchez,MX,2020-04-20 21:14:36,23.92,-99.28,100.4,21,5,6.93
326,Sobolevo,RU,2020-04-20 21:14:36,54.43,31.9,35.22,80,44,7.34
327,Ruidoso,US,2020-04-20 21:12:42,33.33,-105.67,66.99,8,1,9.17
328,Zagyvarekas,HU,2020-04-20 21:14:37,47.27,20.13,48.99,42,5,11.41
329,Lagoa,PT,2020-04-20 21:11:01,39.05,-27.98,59.5,67,95,14.18
330,Dudinka,RU,2020-04-20 21:12:38,69.41,86.18,32.0,96,90,20.13
331,Kamenka,RU,2020-04-20 21:11:31,51.32,42.77,37.99,95,100,1.99
332,Santa Cruz,BO,2020-04-20 21:10:06,-17.8,-63.17,91.4,43,40,9.17
333,Esperance,AU,2020-04-20 21:11:03,-33.87,121.9,55.4,82,9,10.29
334,Constitucion,CL,2020-04-20 21:11:46,-35.33,-72.42,66.63,46,74,15.82
335,Strezhevoy,RU,2020-04-20 21:14:38,60.73,77.59,46.4,49,98,11.18
336,Tacuarembo,UY,2020-04-20 21:10:26,-31.73,-55.98,75.34,44,0,3.36
337,Feni,BD,2020-04-20 21:14:38,23.02,91.41,73.99,89,33,2.64
338,Kang,BW,2020-04-20 21:11:06,-23.68,22.79,68.59,26,0,4.56
339,Shwebo,MM,2020-04-20 21:14:38,22.57,95.7,85.46,27,0,5.06
340,Salalah,OM,2020-04-20 21:11:37,17.02,54.09,82.4,74,20,6.93
341,Cayenne,GF,2020-04-20 21:11:42,4.93,-52.33,73.4,100,75,1.12
342,Caxias,PT,2020-04-20 21:14:39,38.7,-9.28,57.2,82,20,5.82
343,San Luis,AR,2020-04-20 21:13:55,-33.3,-66.34,79.11,31,50,3.62
344,Bako,ET,2020-04-20 21:14:39,5.78,36.57,63.23,64,60,3.78
345,Wanning,CN,2020-04-20 21:14:39,18.8,110.4,77.2,90,90,9.4
346,Dunedin,NZ,2020-04-20 21:11:29,-45.87,170.5,49.44,65,87,5.23
347,Beipiao,CN,2020-04-20 21:12:45,41.79,120.78,31.28,61,0,15.86
348,Saint-Augustin,CA,2020-04-20 21:14:40,51.23,-58.65,32.07,97,69,7.67
349,Derzhavinsk,KZ,2020-04-20 21:13:39,51.1,66.32,61.03,42,100,6.64
350,Freeport,US,2020-04-20 21:14:40,40.66,-73.58,55.99,35,1,4.7
351,Luganville,VU,2020-04-20 21:14:41,-15.53,167.17,77.0,94,75,2.55
352,Kieta,PG,2020-04-20 21:12:55,-6.22,155.63,81.48,74,25,2.24
353,Anadyr,RU,2020-04-20 21:11:33,64.75,177.48,10.4,78,18,2.24
354,Meadow Lake,US,2020-04-20 21:14:41,34.8,-106.54,73.99,18,40,8.05
355,Fez,MA,2020-04-20 21:14:41,34.04,-5.0,59.0,72,75,17.22
356,Luena,AO,2020-04-20 21:14:42,-11.78,19.92,61.34,58,64,4.34
357,Ambon,ID,2020-04-20 21:12:36,-3.7,128.18,77.0,88,40,5.82
358,Szczecinek,PL,2020-04-20 21:14:42,53.71,16.7,42.01,62,0,6.91
359,Lingao,CN,2020-04-20 21:14:42,19.91,109.69,76.84,85,31,4.25
360,Steinbach,DE,2020-04-20 21:14:42,50.17,8.57,59.0,30,0,19.46
361,Puerto Del Rosario,ES,2020-04-20 21:14:43,28.5,-13.86,68.0,72,20,10.29
362,Ingraj Bazar,IN,2020-04-20 21:14:43,25.0,88.15,75.25,72,99,4.56
363,Harper,LR,2020-04-20 21:12:06,4.38,-7.72,81.72,79,93,6.02
364,Tiarei,PF,2020-04-20 21:11:44,-17.53,-149.33,87.8,62,73,6.93
365,Praia Da Vitoria,PT,2020-04-20 21:11:47,38.73,-27.07,60.8,63,20,11.25
366,Coquimbo,CL,2020-04-20 21:11:33,-29.95,-71.34,60.8,87,75,8.05
367,Havelock,US,2020-04-20 21:11:04,34.88,-76.9,59.0,82,90,18.34
368,Mount Isa,AU,2020-04-20 21:14:44,-20.73,139.5,57.2,44,0,11.1
369,Ostrovnoy,RU,2020-04-20 21:12:45,68.05,39.51,32.58,93,100,18.81
370,Rayachoti,IN,2020-04-20 21:14:44,14.05,78.75,74.16,60,17,4.79
371,Agadez,NE,2020-04-20 21:12:13,19.75,10.25,85.42,11,0,6.73
372,Elizabeth City,US,2020-04-20 21:14:45,36.29,-76.25,55.99,87,90,10.29
373,Souillac,MU,2020-04-20 21:11:54,-20.52,57.52,75.2,88,75,12.75
374,Aykhal,RU,2020-04-20 21:14:45,66.0,111.5,19.96,82,0,5.99
375,Shillong,IN,2020-04-20 21:14:46,25.57,91.88,56.98,49,79,2.39
376,Jalalpur Pirwala,PK,2020-04-20 21:14:46,29.51,71.22,78.28,37,100,8.72
377,Coahuayana,MX,2020-04-20 21:14:46,18.73,-103.68,86.0,55,20,9.17
378,Esso,RU,2020-04-20 21:14:46,55.93,158.7,9.46,81,18,3.89
379,Itambacuri,BR,2020-04-20 21:14:46,-18.03,-41.69,70.93,72,84,2.35
380,Neiafu,TO,2020-04-20 21:11:03,-18.65,-173.98,80.6,83,40,10.29
381,Hambantota,LK,2020-04-20 21:14:47,6.12,81.12,81.82,80,69,10.65
382,Tabuk,PH,2020-04-20 21:14:47,17.42,121.44,74.66,85,100,3.2
383,Chuy,UY,2020-04-20 21:11:28,-33.7,-53.46,70.56,68,0,0.89
384,Sao Joao Dos Patos,BR,2020-04-20 21:14:47,-6.5,-43.7,76.73,82,20,3.27
385,Bucerias,MX,2020-04-20 21:13:14,20.75,-105.33,78.8,69,5,10.29
386,Manta,EC,2020-04-20 21:14:48,-0.95,-80.73,86.0,74,20,12.75
387,Naze,JP,2020-04-20 21:14:48,28.37,129.48,66.2,72,90,9.17
388,Port Blair,IN,2020-04-20 21:12:14,11.67,92.75,83.61,72,2,5.84
389,Tekit,MX,2020-04-20 21:14:48,20.53,-89.33,104.0,29,40,11.41
390,Tanout,NE,2020-04-20 21:14:48,14.97,8.89,86.38,10,0,7.52
391,Halifax,CA,2020-04-20 21:07:35,44.65,-63.57,53.6,37,90,10.29
392,Manzil Salim,TN,2020-04-20 21:14:49,35.86,8.48,59.0,54,40,9.17
393,Namwala,ZM,2020-04-20 21:14:49,-15.75,26.44,61.05,49,12,3.71
394,Honolulu,US,2020-04-20 21:14:49,21.31,-157.86,82.4,58,75,8.05
395,Same,TZ,2020-04-20 21:14:50,-4.07,37.73,68.09,73,28,3.71
396,Winchester,GB,2020-04-20 21:14:50,51.07,-1.32,55.4,43,44,14.99
397,Aginskoye,RU,2020-04-20 21:14:50,51.1,114.53,18.9,72,100,14.07
398,Labuhan,ID,2020-04-20 21:11:47,-6.88,112.21,79.03,85,55,5.12
399,Noumea,NC,2020-04-20 21:08:30,-22.28,166.46,75.99,94,75,8.01
400,Gat,IL,2020-04-20 21:12:30,31.61,34.76,64.99,14,0,6.26
401,Flinders,AU,2020-04-20 21:14:50,-34.58,150.86,57.0,77,4,7.38
402,Tateyama,JP,2020-04-20 21:12:07,34.98,139.87,54.0,93,75,2.24
403,Taua,BR,2020-04-20 21:14:51,-5.97,-40.3,74.53,82,78,4.29
404,Agde,FR,2020-04-20 21:13:32,43.31,3.48,59.0,100,90,4.7
405,Unguia,CO,2020-04-20 21:14:51,8.04,-77.09,89.6,62,40,11.41
406,Aswan,EG,2020-04-20 21:14:51,24.09,32.91,76.98,23,6,8.3
407,La Roda,ES,2020-04-20 21:12:22,39.22,-2.15,51.8,66,100,6.93
408,Chanika,TZ,2020-04-20 21:14:52,-5.42,38.02,66.88,81,51,1.77
409,Tianpeng,CN,2020-04-20 21:14:52,30.99,103.94,62.01,1,100,0.78
410,Yumen,CN,2020-04-20 21:11:41,40.28,97.2,42.94,24,100,7.74
411,Ancud,CL,2020-04-20 21:12:12,-41.87,-73.82,55.4,66,52,5.82
412,Abha,SA,2020-04-20 21:08:01,18.22,42.51,60.8,62,70,6.93
413,Yantal,RU,2020-04-20 21:14:53,56.85,105.25,20.48,92,0,2.15
414,La Brea,HN,2020-04-20 21:14:53,15.8,-85.97,87.67,50,15,8.72
415,Bafra,TR,2020-04-20 21:14:54,41.57,35.91,51.8,87,75,3.36
416,Teluk Nibung,ID,2020-04-20 21:14:54,3.0,99.82,78.67,85,18,5.53
417,Buta,CD,2020-04-20 21:14:54,2.79,24.73,70.7,83,1,0.92
418,Puro,PH,2020-04-20 21:14:54,12.48,123.38,81.81,80,100,9.51
419,Russell,US,2020-04-20 21:13:22,32.35,-85.2,78.8,50,20,12.75
420,Murashi,RU,2020-04-20 21:14:54,59.4,48.96,35.55,81,99,3.27
421,Angoche,MZ,2020-04-20 21:14:55,-16.23,39.91,75.38,86,8,6.11
422,Tura,IN,2020-04-20 21:14:55,25.52,90.22,69.78,78,100,3.53
423,Cairns,AU,2020-04-20 21:12:45,-16.92,145.77,75.2,94,73,8.05
424,Sain Alto,MX,2020-04-20 21:14:55,23.58,-103.25,86.38,6,50,8.43
425,Kahului,US,2020-04-20 21:11:45,20.89,-156.47,80.6,51,20,6.93
426,Meulaboh,ID,2020-04-20 21:14:56,4.14,96.13,79.34,85,51,5.21
427,Kemijarvi,FI,2020-04-20 21:14:56,66.71,27.43,30.15,96,91,4.16
428,Amapa,BR,2020-04-20 21:12:03,1.0,-52.0,74.28,93,100,3.15
429,Deputatskiy,RU,2020-04-20 21:12:47,69.3,139.9,12.88,91,100,5.01
430,Carlsbad,US,2020-04-20 21:14:28,33.16,-117.35,66.99,72,20,11.41
431,Ramanuj Ganj,IN,2020-04-20 21:14:56,23.8,83.7,79.86,21,96,3.8
432,Dois Vizinhos,BR,2020-04-20 21:14:57,-25.73,-53.06,69.49,53,1,2.46
433,Tefe,BR,2020-04-20 21:14:57,-3.35,-64.71,85.62,73,78,1.54
434,Bubaque,GW,2020-04-20 21:12:51,11.28,-15.83,78.17,72,0,13.78
435,Grindavik,IS,2020-04-20 21:12:37,63.84,-22.43,46.87,90,100,27.74
436,Hudiksvall,SE,2020-04-20 21:14:57,61.73,17.1,45.1,85,0,5.68
437,Kungurtug,RU,2020-04-20 21:14:57,50.6,97.52,29.05,52,63,1.54
438,Batemans Bay,AU,2020-04-20 21:14:57,-35.72,150.18,53.01,100,55,2.71
439,Dubai,AE,2020-04-20 21:14:01,25.26,55.3,84.2,45,88,1.12
440,Klerksdorp,ZA,2020-04-20 21:14:58,-26.85,26.67,59.54,34,0,0.31
441,Beloha,MG,2020-04-20 21:13:04,-25.17,45.05,70.32,73,0,13.29
442,Andenes,NO,2020-04-20 21:11:59,69.31,16.12,42.8,93,100,21.92
443,Kampong Thum,KH,2020-04-20 21:14:58,12.71,104.89,81.88,71,88,7.58
444,Khasan,RU,2020-04-20 21:12:19,42.43,130.64,34.72,77,21,14.76
445,Santa Isabel Do Rio Negro,BR,2020-04-20 21:11:05,-0.41,-65.02,84.16,78,58,2.98
446,Chandauli,IN,2020-04-20 21:14:59,25.27,83.27,80.94,32,90,9.8
447,Manggar,ID,2020-04-20 21:11:06,-2.88,108.27,81.12,81,40,4.38
448,Oksfjord,NO,2020-04-20 21:14:59,70.24,22.35,39.99,64,73,19.46
449,Farap,TM,2020-04-20 21:14:36,39.17,63.61,72.75,20,0,4.68
450,Fethiye,TR,2020-04-20 21:14:59,36.62,29.12,62.6,93,75,1.23
451,Havoysund,NO,2020-04-20 21:15:00,71.0,24.66,39.2,76,40,34.45
452,Kisangani,CD,2020-04-20 21:15:00,0.52,25.2,71.98,80,80,0.43
453,Moyale,KE,2020-04-20 21:15:00,3.52,39.06,67.57,65,71,1.12
454,Smirnykh,RU,2020-04-20 21:15:00,49.75,142.83,34.0,85,100,3.8
455,Zwedru,LR,2020-04-20 21:15:01,6.07,-8.13,75.38,88,67,3.56
456,Lavrentiya,RU,2020-04-20 21:11:43,65.58,-171.0,17.89,91,100,6.67
457,Kahna Nau,PK,2020-04-20 21:15:01,31.37,74.37,64.4,77,40,5.82
458,Soyo,AO,2020-04-20 21:15:01,-6.13,12.37,80.08,86,54,8.68
459,Sao Gabriel Da Cachoeira,BR,2020-04-20 21:15:02,-0.13,-67.09,83.3,65,47,3.31
460,Tabou,CI,2020-04-20 21:12:34,4.42,-7.35,81.03,81,84,6.35
461,Malanje,AO,2020-04-20 21:15:02,-9.54,16.34,65.93,68,100,1.7
462,Merauke,ID,2020-04-20 21:15:03,-8.47,140.33,78.15,89,100,7.92
463,Oleksandrivka,UA,2020-04-20 21:15:03,48.96,32.23,39.78,68,0,7.4
464,Port-Cartier,CA,2020-04-20 21:15:03,50.03,-66.87,37.4,37,75,13.87
465,Egvekinot,RU,2020-04-20 21:11:57,66.32,-179.17,8.71,89,25,7.43
466,Alberton,CA,2020-04-20 21:15:03,46.82,-64.07,39.99,12,14,17.85
467,Padang,ID,2020-04-20 21:12:34,-0.95,100.35,78.37,74,42,4.47
468,Kalmar,SE,2020-04-20 21:15:04,56.66,16.36,42.01,71,0,3.0
469,Nha Trang,VN,2020-04-20 21:15:05,12.25,109.18,78.8,74,20,4.7
470,Avera,US,2020-04-20 21:11:55,33.19,-82.53,73.4,56,75,8.05
471,Batsfjord,NO,2020-04-20 21:15:05,70.63,29.72,35.6,69,40,13.87
472,Honningsvag,NO,2020-04-20 21:15:05,70.98,25.97,39.2,69,20,24.16
473,Galesong,ID,2020-04-20 21:15:06,-5.32,119.37,73.4,88,20,2.24
474,Tecozautla,MX,2020-04-20 21:15:06,20.53,-99.63,87.8,22,20,4.7
475,Berdigestyakh,RU,2020-04-20 21:15:06,62.1,126.7,11.34,93,1,2.68
476,Mandurah,AU,2020-04-20 21:15:06,-32.55,115.7,63.0,80,69,8.1
477,Beyneu,KZ,2020-04-20 21:15:06,45.32,55.2,67.5,45,15,11.68
478,Apolda,DE,2020-04-20 21:15:07,51.02,11.5,51.01,51,0,1.99
479,Umarkot,PK,2020-04-20 21:15:07,25.36,69.74,82.87,51,0,10.33
480,Axim,GH,2020-04-20 21:15:07,4.87,-2.24,82.13,79,8,9.86
481,Naryan-Mar,RU,2020-04-20 21:12:35,67.67,53.09,27.91,97,99,15.77
482,Aquiraz,BR,2020-04-20 21:14:26,-3.9,-38.39,84.2,70,20,5.82
483,Teya,RU,2020-04-20 21:11:59,60.38,92.63,30.79,87,38,2.86
484,Bacolod,PH,2020-04-20 21:15:08,10.67,122.95,80.53,75,84,6.93
485,Gold Coast,AU,2020-04-20 21:13:09,-28.0,153.43,62.01,87,97,5.21
486,Tornio,FI,2020-04-20 21:15:08,65.85,24.15,35.6,64,8,3.36
487,Ratnagiri,IN,2020-04-20 21:15:09,16.98,73.3,82.02,75,21,3.76
488,Jiangmen,CN,2020-04-20 21:15:09,22.58,113.08,78.01,90,20,1.01
489,Amet,IN,2020-04-20 21:15:09,25.3,73.93,77.32,30,22,3.27
490,North Platte,US,2020-04-20 21:15:09,41.12,-100.77,68.0,24,90,20.8
491,Saint-Michel-Des-Saints,CA,2020-04-20 21:15:09,46.68,-73.92,34.99,68,0,4.09
492,Muzhi,RU,2020-04-20 21:15:10,65.37,64.67,33.62,94,81,4.16
493,Seoul,KR,2020-04-20 21:15:10,37.57,126.98,46.4,75,75,3.36
494,Najran,SA,2020-04-20 21:15:10,17.49,44.13,64.4,93,75,4.7
495,Makokou,GA,2020-04-20 21:15:10,0.57,12.86,71.83,83,99,4.09
496,Nicoya,CR,2020-04-20 21:12:34,10.15,-85.45,93.2,46,20,16.11
497,Loandjili,CG,2020-04-20 21:15:11,-4.76,11.86,79.36,86,76,11.48
498,Pacifica,US,2020-04-20 21:15:11,37.61,-122.49,63.0,59,90,13.87
499,Severo-Kurilsk,RU,2020-04-20 21:11:49,50.68,156.12,32.27,93,63,5.64
500,California City,US,2020-04-20 21:15:11,35.13,-117.99,71.01,39,40,19.46
501,Astana,KZ,2020-04-20 21:15:11,51.18,71.45,50.0,66,100,8.95
502,Hualmay,PE,2020-04-20 21:15:12,-11.1,-77.61,75.02,65,10,9.24
503,Hammerfest,NO,2020-04-20 21:15:12,70.66,23.68,39.2,78,40,34.45
504,Plettenberg Bay,ZA,2020-04-20 21:12:33,-34.05,23.37,63.03,77,91,8.46
505,Tecpatan,MX,2020-04-20 21:13:00,17.13,-93.3,96.8,28,40,5.82
506,Mustvee,EE,2020-04-20 21:15:12,58.85,26.94,43.0,70,71,2.95
507,Bandarbeyla,SO,2020-04-20 21:11:05,9.49,50.81,82.35,78,99,12.41
508,Dabhol,IN,2020-04-20 21:12:15,17.6,73.17,82.04,61,40,4.32
509,Mirnyy,RU,2020-04-20 21:15:12,62.54,113.96,24.8,68,96,6.71
510,Kitimat,CA,2020-04-20 21:13:23,54.05,-128.65,53.01,72,94,4.0
511,Roma,US,2020-04-20 21:14:05,43.21,-75.46,50.0,39,1,8.05
512,Santa Fe,AR,2020-04-20 21:15:13,-31.63,-60.7,90.0,42,0,1.99
513,Inirida,CO,2020-04-20 21:15:13,3.87,-67.92,82.54,77,24,3.85
514,Banikoara,BJ,2020-04-20 21:15:13,11.3,2.44,81.1,52,97,6.6
515,Quarteira,PT,2020-04-20 21:15:13,37.07,-8.1,57.2,87,75,8.05
516,Agen,FR,2020-04-20 21:15:14,44.2,0.63,59.0,87,90,4.7
517,Sherbakul,RU,2020-04-20 21:15:14,54.63,72.4,60.8,36,40,17.9
518,Boa Vista,BR,2020-04-20 21:15:14,2.82,-60.67,78.8,88,75,10.29
519,Sorochinsk,RU,2020-04-20 21:15:15,52.43,53.16,51.06,72,100,16.28
520,Rio Grande,BR,2020-04-20 21:10:05,-32.03,-52.1,78.8,50,0,8.05
521,Henties Bay,NA,2020-04-20 21:12:12,-22.12,14.28,62.01,88,85,4.0
522,Karratha,AU,2020-04-20 21:11:55,-20.74,116.85,80.56,73,97,8.66
523,Simbahan,PH,2020-04-20 21:15:15,6.3,120.58,83.16,70,46,1.7
524,Sibsagar,IN,2020-04-20 21:15:15,26.98,94.63,69.26,80,89,4.23
525,Bridgeton,US,2020-04-20 21:10:35,39.43,-75.23,59.0,47,20,6.93
526,Green Valley,US,2020-04-20 21:15:16,31.85,-110.99,82.99,12,1,3.36
527,Macenta,GN,2020-04-20 21:15:16,8.54,-9.47,71.53,77,100,0.11
528,Sherlovaya Gora,RU,2020-04-20 21:15:16,50.57,116.25,16.39,73,100,20.87
529,Whitehorse,CA,2020-04-20 21:11:00,60.72,-135.05,50.0,46,90,10.29
